Tiêu đề,Diện tích(m2),Số phòng ngủ,Số phòng WC,Thời gian đăng,Tỉnh/Thành,Quận/Huyện,Hướng nhà,Hướng ban công,Loại nhà,Giá,Link
Nhà riêng 4 tầng Sổ hồng 47m2 Nở hậu Khủng ngay cầu Tân Thuận Q7,47.0,3.0,4.0,30/06/2023,TP Hồ Chí Minh,Quận 7,Đông-Bắc,,Bán Nhà riêng,4540000000.0,https://batdongsan.vn/nha-rieng-4-tang-so-hong-47m2-no-hau-khung-ngay-cau-tan-thuan-q7-r271030
"Bán nhà lô góc vị trí sầm uất siêu đẹp mặt đường Chợ Hàng Mới, Lê Chân, Hải Phòng",80.0,1.0,1.0,30/06/2023,Hải Phòng,Lê Chân,Tây-Bắc,Tây-Bắc,Bán Nhà mặt phố,7.5,https://batdongsan.vn/ban-nha-lo-goc-vi-tri-sam-uat-sieu-dep-mat-duong-cho-hang-moi-le-chan-hai-phong-r271029
 Bán nhà Hàng Kênh ngõ nông gần mặt đường Sân cổng riêng,67.0,3.0,2.0,30/06/2023,Hải Phòng,Lê Chân,Đông,Đông,Bán Nhà riêng,0.8,https://batdongsan.vn/ban-nha-hang-kenh-ngo-nong-gan-mat-duong-san-cong-rieng-r271027
Bán gấp Nhà Q1 ngay hàm nghi nhỉnh 5 tỷ,,,,30/06/2023,TP Hồ Chí Minh,Quận 1,,,Bán Nhà riêng,,https://batdongsan.vn/ban-gap-nha-q1-ngay-ham-nghi-nhinh-5-ty-r271025
"NHÀ HIMLAM LINH CHIỂU - HXH THÔNG - 5x14m, 2 tầng 3 PN, chỉ 5 tỷ nhỉnh.",62.0,3.0,2.0,30/06/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,,https://batdongsan.vn/nha-himlam-linh-chieu-hxh-thong-5x14m-2-tang-3-pn-chi-5-ty-nhinh-r271024
"BÁN NHÀ PHÚC ĐỒNG, LONG BIÊN, 84M, 5 TẦNG, MT 4.5M, Ô TÔ, HƠN 7 TỶ",84.0,6.0,5.0,30/06/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,7.75,https://batdongsan.vn/ban-nha-phuc-dong-long-bien-84m-5-tang-mt-45m-o-to-hon-7-ty-r271023
"580 triệu sở hữu nhà 1 trệt 1 lầu Bến Cát Bình Dương, liền kề VSIP 2A",60.0,2.0,2.0,30/06/2023,Bình Dương,Bến Cát,,,Bán Nhà mặt phố,0.58,https://batdongsan.vn/580-trieu-so-huu-nha-1-tret-1-lau-ben-cat-binh-duong-lien-ke-vsip-2a-r271020
LÊ QUANG ĐỊNH- QUẬN BÌNH THẠNH – NHÀ ĐẸP TẶNG FULL NỘI THẤT - CHỈ 4 TỶ,28.0,4.0,3.0,30/06/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,4.0,https://batdongsan.vn/le-quang-dinh-quan-binh-thanh-nha-dep-tang-full-noi-that-chi-4-ty-r271009
"Bán Nhà Ngõ 84 Kim Ngưu, Lô Góc, Cách Phố 50m, Nở Hậu, Mới Đẹp, 77m2*4T*5,1m, Chỉ 9,5 Tỷ",77.0,4.0,3.0,30/06/2023,Hà Nội,Hai Bà Trưng,,,Bán Nhà riêng,9.5,https://batdongsan.vn/ban-nha-ngo-84-kim-nguu-lo-goc-cach-pho-50m-no-hau-moi-dep-77m24t51m-chi-95-ty-r271008
KẸT BANK CHỦ GIẢM NHANH 200 TRIỆU – LÊ QUANG ĐỊNH. BÌNH THẠNH – CHỈ NHỈNH 4 TỶ,28.0,3.0,4.0,30/06/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,4.0,https://batdongsan.vn/ket-bank-chu-giam-nhanh-200-trieu-le-quang-dinh-binh-thanh-chi-nhinh-4-ty-r271007
"Bán nhà Tỉnh Lộ 10 Bình Tân HXH 84m2, 2 tầng BTCT, KINH DOANH, nhỉnh 5 tỷ TL",84.0,5.0,3.0,30/06/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,5600000.0,https://batdongsan.vn/ban-nha-tinh-lo-10-binh-tan-hxh-84m2-2-tang-btct-kinh-doanh-nhinh-5-ty-tl-r271004
ĐỊNH CƯ BÁN GẤP -GIẢM 1TỶ4 - HẺM XE TẢI NÉ - 80M2 - 2 MẶT TIỀN - 4 TẦNG VÀO Ở NGAY,80.0,4.0,4.0,30/06/2023,TP Hồ Chí Minh,Bình Thạnh,Tây-Nam,,Bán Nhà riêng,11.5,https://batdongsan.vn/dinh-cu-ban-gap-giam-1ty4-hem-xe-tai-ne-80m2-2-mat-tien-4-tang-vao-o-ngay-r271003
"Bán Nhà Riêng Gò Vấp, Phường 5, Nguyễn Văn Nghi,  4 Tầng, 106m2, 5PN, HXH Vào Nhà",106.0,5.0,5.0,30/06/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,12.9,https://batdongsan.vn/ban-nha-rieng-go-vap-phuong-5-nguyen-van-nghi-4-tang-106m2-5pn-hxh-vao-nha-r271002
"Tân Bình rẻ như Bình Tân, hẻm ô tô Nguyễn Hồng Đào, Tân Bình 70m2, 6.X tỷ 0977943598",70.0,,,30/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,6.8,https://batdongsan.vn/tan-binh-re-nhu-binh-tan-hem-o-to-nguyen-hong-dao-tan-binh-70m2-6x-ty-0977943598-r271001
"Gò Vấp. Nhà mới giá rẻ Đường số 59 Phường 14, 73m2 4 tầng chỉ 5.45 tỷ",73.0,3.0,3.0,30/06/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,5.45,https://batdongsan.vn/go-vap-nha-moi-gia-re-duong-so-59-phuong-14-73m2-4-tang-chi-545-ty-r271000
"Nhà mặt phố kinh doanh, 5 tầng tại Kim Chung, Đông Anh",45.0,6.0,4.0,30/06/2023,Hà Nội,Đông Anh,,,Bán Nhà riêng,4.8,https://batdongsan.vn/nha-mat-pho-kinh-doanh-5-tang-tai-kim-chung-dong-anh-r270998
Bán nhà 1 lầu ngang 7m sổ hồng hẻm to Huỳnh Tấn Phát Q7,85.0,3.0,2.0,30/06/2023,TP Hồ Chí Minh,Quận 7,Đông-Bắc,,Bán Nhà riêng,3460000000.0,https://batdongsan.vn/ban-nha-1-lau-ngang-7m-so-hong-hem-to-huynh-tan-phat-q7-r270997
"HXH 1 sẹc, 173m2, 7x25, 4 tầng Đường số 59 Phường 14 Gò Vấp chỉ 11 tỷ",173.0,7.0,,30/06/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,11.0,https://batdongsan.vn/hxh-1-sec-173m2-7x25-4-tang-duong-so-59-phuong-14-go-vap-chi-11-ty-r270996
"HOT...5x18 ngay uỷ ban Thạnh Phú, sát Biên Hòa, thổ cư 100%, giá chỉ 1tỷ",90.0,3.0,2.0,30/06/2023,Đồng Nai,Vĩnh Cửu,,,Bán Nhà riêng,1.0,https://batdongsan.vn/hot5x18-ngay-uy-ban-thanh-phu-sat-bien-hoa-tho-cu-100-gia-chi-1ty-r270995
LÝ THƯỜNG KIỆT - 63M2 - 4 TẦNG - SỔ ĐẸP VUÔNG VỨC,63.0,4.0,,30/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,9.7,https://batdongsan.vn/ly-thuong-kiet-63m2-4-tang-so-dep-vuong-vuc-r270994
"LẠC LONG QUÂN, TÂN BÌNH, 63M2, GIÁ TỐT",63.0,3.0,,30/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,5.8,https://batdongsan.vn/lac-long-quan-tan-binh-63m2-gia-tot-r270993
"bán nhà 2 mặt phố cổ quận Hoàn Kiếm 64m x 5 tầng, 2 vỉa hè, kinh doanh",64.0,2.0,4.0,07/01/2023,Hà Nội,Hoàn Kiếm,,,Bán Nhà mặt phố,29.0,https://batdongsan.vn/ban-nha-2-mat-pho-co-quan-hoan-kiem-64m-x-5-tang-2-via-he-kinh-doanh-r270992
chỉ 4.x tỷ chốt ngay căn shophose đầy tiềm năng tại Centa Vsip,75.0,,,07/01/2023,Bắc Ninh,Từ Sơn,,,Bán Nhà mặt phố,,https://batdongsan.vn/chi-4x-ty-chot-ngay-can-shophose-day-tiem-nang-tai-centa-vsip-r270987
"Nhà mới 3 tầng, xe hơi đỗ cửa, gần Aeon Tân Phú, chỉ 4.8 tỷ",52.0,3.0,3.0,07/01/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,4.8,https://batdongsan.vn/nha-moi-3-tang-xe-hoi-do-cua-gan-aeon-tan-phu-chi-48-ty-r270986
Thanh lý nhà siêu phẩm cấp 4 Nguyễn Thị Ly Hóc Môn 88m2 đã có sổ,88.0,2.0,1.0,07/01/2023,TP Hồ Chí Minh,Hóc Môn,,,Bán Nhà riêng,0.68,https://batdongsan.vn/thanh-ly-nha-sieu-pham-cap-4-nguyen-thi-ly-hoc-mon-88m2-da-co-so-r270984
"Bán nhà 1 TRỆT 1 LẦU 75m2 (P.Tam Hiệp) chỉ 3,150 tỉ",75.0,3.0,2.0,07/01/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,3.15,https://batdongsan.vn/ban-nha-1-tret-1-lau-75m2-ptam-hiep-chi-3150-ti-r270983
Huỳnh Quốc Ý,55.0,2.0,1.0,07/01/2023,Đà Nẵng,Thanh Khê,,,Bán Nhà riêng,2.4,https://batdongsan.vn/huynh-quoc-y-r270982
"Bán nhà 1 trệt 1 lầu thổ cư đường ô tô 78m2 (P. Tân Vạn) chỉ 2,650 tỉ",78.0,2.0,2.0,07/01/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,2.65,https://batdongsan.vn/ban-nha-1-tret-1-lau-tho-cu-duong-o-to-78m2-p-tan-van-chi-2650-ti-r270981
"Bán Nhà Ngõ 325 Kim Ngưu, Lô Góc, Mặt Tiền Khủng, Oto Kinh Doanh, 50m2*5 Tầng, Giá 11 Tỷ",50.0,4.0,4.0,07/01/2023,Hà Nội,Hai Bà Trưng,,,Bán Nhà riêng,11.0,https://batdongsan.vn/ban-nha-ngo-325-kim-nguu-lo-goc-mat-tien-khung-oto-kinh-doanh-50m25-tang-gia-11-ty-r270978
"NHÀ MỚI KIỆT OTO CẨM LỆ, NGANG RỘNG VUÔNG VỨC,KHU AN NINH CAO.",61.0,3.0,2.0,26/06/2023,Đà Nẵng,Cẩm Lệ,,,Bán Nhà riêng,,https://batdongsan.vn/nha-moi-kiet-oto-cam-le-ngang-rong-vuong-vuckhu-an-ninh-cao-r270972
ĐƯỜNG Ô TÔ - 2 MẶT TIỀN HẺM - GIÁ HẠT DẺ - DÒNG TIỀN SẴN,61.0,2.0,2.0,28/06/2023,Đà Nẵng,Thanh Khê,,,Bán Nhà mặt phố,,https://batdongsan.vn/duong-o-to-2-mat-tien-hem-gia-hat-de-dong-tien-san-r270971
"Nhà mặt phố Nguyễn Văn Cừ-Long Biên 91m x 4tầng, vỉa hè 8m, nở hậu, full thổ cư",91.0,2.0,4.0,28/06/2023,Hà Nội,Long Biên,,,Bán Nhà mặt phố,22.5,https://batdongsan.vn/nha-mat-pho-nguyen-van-cu-long-bien-91m-x-4tang-via-he-8m-no-hau-full-tho-cu-r270970
"⏩ RẺ NHẤT QUẬN 10 - 43M2 HẺM THÔNG - CHỈ 3,5 TỶ",43.0,2.0,,28/06/2023,TP Hồ Chí Minh,Quận 10,,,Bán Nhà riêng,3.5,https://batdongsan.vn/re-nhat-quan-10-43m2-hem-thong-chi-35-ty-r270969
"Bán nhà đẹp ngay chợ Cây Thị đường Phan Văn Trị Phường 11, Bình Thạnh, diện tích 38m2 giá 2 tỷ 999 tr",38.0,3.0,3.0,29/06/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,2.99,https://batdongsan.vn/ban-nha-dep-ngay-cho-cay-thi-duong-phan-van-tri-phuong-11-binh-thanh-dien-tich-38m2-gia-2-ty-999-tr-r270968
NHÀ PHỐ QUẬN THANH XUÂN Ô TÔ ĐỔ CỬA  MẶT ĐƯỜNG 30M KINH DOANH TRỌN ĐỜI GIÁ 23 TỶ,,,,29/06/2023,Hà Nội,Thanh Xuân,,,Bán Nhà mặt phố,,https://batdongsan.vn/nha-pho-quan-thanh-xuan-o-to-do-cua-mat-duong-30m-kinh-doanh-tron-doi-gia-23-ty-r270967
"Nhà phố 2 tầng mặt tiền view công viên tại KCN VSIP2A, đường nhựa 13m",100.0,,,29/06/2023,Bình Dương,Thủ Dầu Một,,,Bán Nhà mặt phố,1050.0,https://batdongsan.vn/nha-pho-2-tang-mat-tien-view-cong-vien-tai-kcn-vsip2a-duong-nhua-13m-r270965
"BÁN NHÀ HỒ BỒ ĐỀ, LONG BIÊN, 75M X 4, MT RỘNG GẦN 7M, Ô TÔ, KINH DOANH, HƠN 12 TỶ",75.0,4.0,5.0,29/06/2023,Hà Nội,Long Biên,,,Bán Nhà mặt phố,12.8,https://batdongsan.vn/ban-nha-ho-bo-de-long-bien-75m-x-4-mt-rong-gan-7m-o-to-kinh-doanh-hon-12-ty-r270963
"Bán nhà 5 tầng 129m2 hướng ĐB mặt đường Tôn Đức Thắng, An Đồng, An Dương, Hải Phòng",129.0,4.0,4.0,29/06/2023,Hải Phòng,An Dương,Đông-Bắc,Đông-Bắc,Bán Nhà mặt phố,16.5,https://batdongsan.vn/ban-nha-5-tang-129m2-huong-db-mat-duong-ton-duc-thang-an-dong-an-duong-hai-phong-r270962
"Bán nhà đối diện chợ Nguyễn Văn Trỗi đường Lê Văn Sỹ, Phường 14, Quận 3 DT 3,4m * 18m giá 2 tỷ 599tr",60.0,4.0,2.0,29/06/2023,TP Hồ Chí Minh,Quận 3,,,Bán Nhà riêng,2.6,https://batdongsan.vn/ban-nha-doi-dien-cho-nguyen-van-troi-duong-le-van-sy-phuong-14-quan-3-dt-34m-18m-gia-2-ty-599tr-r270961
"Nhà 5 tầng, ngay BV 175, đi sân bay 10 phút, 3 PN khép kín, sân thượng.",39.0,3.0,3.0,29/06/2023,TP Hồ Chí Minh,Gò Vấp,Đông,,Bán Nhà riêng,4.9,https://batdongsan.vn/nha-5-tang-ngay-bv-175-di-san-bay-10-phut-3-pn-khep-kin-san-thuong-r270959
"Giá rẻ bất ngờ, nhà 4PN tại Tt. Cần Giuộc - Long An giá chỉ 1tỷ484cho góp",53.0,4.0,3.0,29/06/2023,TP Hồ Chí Minh,Bình Chánh,,,Bán Nhà mặt phố,1484.0,https://batdongsan.vn/gia-re-bat-ngo-nha-4pn-tai-tt-can-giuoc-long-an-gia-chi-1ty484cho-gop-r270958
"Bán gấp cho con đi học Hẻm ô tô Ba Vân, Tân Bình 70m2, 4 tầng 8.X tỷ 0977943598",70.0,,,29/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,8.8,https://batdongsan.vn/ban-gap-cho-con-di-hoc-hem-o-to-ba-van-tan-binh-70m2-4-tang-8x-ty-0977943598-r270957
"Bán nhà 4 tầng Chùa Bộc, Đống Đa gần Học Viện Ngân Hàng 3 Tỷ.",25.0,2.0,2.0,29/06/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,3.0,https://batdongsan.vn/ban-nha-4-tang-chua-boc-dong-da-gan-hoc-vien-ngan-hang-3-ty-r270956
"TRUNG TÂM THANH KHÊ,2 TẦNG HƠN 60M2, GẦN SÂN BAY,FULL TIỆN ÍCH.",55.0,2.0,2.0,29/06/2023,Đà Nẵng,Thanh Khê,,,Bán Nhà riêng,2.4,https://batdongsan.vn/trung-tam-thanh-khe2-tang-hon-60m2-gan-san-bayfull-tien-ich-r270955
"GÒ VẤP, NHÀ PHỐ ĐỒNG BỘ PHAN VĂN TRỊ P7, 4 TẦNG, DT 5 x 19m, CHỈ 18 TỶ",219.0,4.0,4.0,29/06/2023,TP Hồ Chí Minh,Gò Vấp,Đông-Nam,,Bán Nhà mặt phố,18.0,https://batdongsan.vn/go-vap-nha-pho-dong-bo-phan-van-tri-p7-4-tang-dt-5-x-19m-chi-18-ty-r270954
"Nhà hẻm thông, view Landmark 81, có sân thượng, 3 phòng ngủ",40.0,3.0,3.0,29/06/2023,TP Hồ Chí Minh,Bình Thạnh,Đông,,Bán Nhà riêng,5.3,https://batdongsan.vn/nha-hem-thong-view-landmark-81-co-san-thuong-3-phong-ngu-r270953
Bán nhà q.4 - hẻm 4m xe hơi đỗ cửa Bến Vân Đồn - nhà 5T có 9 phòng dt 31m2 giá 6.X TỶ,31.0,9.0,5.0,29/06/2023,TP Hồ Chí Minh,Quận 4,,,Bán Nhà riêng,,https://batdongsan.vn/ban-nha-q4-hem-4m-xe-hoi-do-cua-ben-van-don-nha-5t-co-9-phong-dt-31m2-gia-6x-ty-r270952
"QUẬN 6, TÂN HOÀ ĐÔNG- HXH THÔNG- 50M2 - 5,4 TỶ, TL",50.0,3.0,,29/06/2023,TP Hồ Chí Minh,Quận 6,,,Bán Nhà riêng,5.4,https://batdongsan.vn/quan-6-tan-hoa-dong-hxh-thong-50m2-54-ty-tl-r270951
Phú Thượng Tây Hồ - Nhà Mới Sang Trọng - Lô Góc Thoáng Sáng - Ô Tô Đỗ Cửa - Giá Chỉ 4 Tỷ,,,,29/06/2023,Hà Nội,Tây Hồ,,,Bán Nhà,,https://batdongsan.vn/phu-thuong-tay-ho-nha-moi-sang-trong-lo-goc-thoang-sang-o-to-do-cua-gia-chi-4-ty-r270950
"BÁN NHÀ MẶT TIỀN ĐƯỜNG PHẠM THẾ HIỂN, SỔ VUÔNG VỨC 80M2  DÂN TRÍ CAO, ĐỒNG BỘ. GIÁ 6 TỶ 4",80.0,2.0,2.0,29/06/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà mặt phố,6.4,https://batdongsan.vn/ban-nha-mat-tien-duong-pham-the-hien-so-vuong-vuc-80m2-dan-tri-cao-dong-bo-gia-6-ty-4-r270949
"⏩ TÔ HIẾN THÀNH - CN 71M2 - CHỈ 6,9 TỶ, TL",71.0,2.0,,29/06/2023,TP Hồ Chí Minh,Quận 10,,,Bán Nhà riêng,6.9,https://batdongsan.vn/to-hien-thanh-cn-71m2-chi-69-ty-tl-r270948
"Nhà đẹp Bồ Đề-Hồng Tiến, 75m x 4tầng, gara, ôtô tránh, kinh doanh",75.0,4.0,5.0,30/06/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,12.9,https://batdongsan.vn/nha-dep-bo-de-hong-tien-75m-x-4tang-gara-oto-tranh-kinh-doanh-r270946
"Bán gấp nhà An Hải 4,An Hải Bắc, 75m2, GIÁ CHỈ 6.15 TỶ TL mạnh",75.0,3.0,4.0,30/06/2023,Đà Nẵng,Sơn Trà,,,Bán Nhà mặt phố,6150000.0,https://batdongsan.vn/ban-gap-nha-an-hai-4an-hai-bac-75m2-gia-chi-615-ty-tl-manh-r270945
"Với 3,1 tỷ mua nhà 30m2x4 tầng gần Đại Học Công Đoàn có xứng đáng",30.0,2.0,2.0,30/06/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,31.0,https://batdongsan.vn/voi-31-ty-mua-nha-30m2x4-tang-gan-dai-hoc-cong-doan-co-xung-dang-r270944
HỖ TRỢ TƯ VẤN DỰ ÁN BGI Topazdowntown giá 6 Tỷ,119.0,4.0,4.0,30/06/2023,Thừa Thiên Huế,Huế,Nam,Nam,Bán Nhà mặt phố,7.0,https://batdongsan.vn/h-tro-tu-van-du-an-bgi-topazdowntown-gia-6-ty-r270933
"Bán nhà 3 Tầng, P. Linh Chiểu Thủ Đức, Diện tích 390m² Giá 17,9 Tỷ",390.0,18.0,19.0,30/06/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà,17.9,https://batdongsan.vn/ban-nha-3-tang-p-linh-chieu-thu-duc-dien-tich-390m-gia-179-ty-r270929
"Bán nhà Trần Phú Hà Đông, 5 tầng - CĂN GÓC - NỞ HẬU - giá 3,75 tỷ",31.0,,,30/06/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,3.75,https://batdongsan.vn/ban-nha-tran-phu-ha-dong-5-tang-can-goc-no-hau-gia-375-ty-r270927
"Bán nhà 4 tầng KĐT PHÚ XUÂN City, phường XUÂN PHÚ, Tp.Huế.",126.0,4.0,4.0,30/06/2023,Thừa Thiên Huế,Huế,Nam,Nam,Bán Nhà mặt phố,8.0,https://batdongsan.vn/ban-nha-4-tang-kdt-phu-xuan-city-phuong-xuan-phu-tphue-r270926
"Giảm 500triệu. 1 trệt 2 lầu MT đường Trần Quang Khải, p.Đông Hòa Dĩ An",70.0,5.0,5.0,30/06/2023,Bình Dương,Dĩ An,,,Bán Nhà mặt phố,7.2,https://batdongsan.vn/giam-500trieu-1-tret-2-lau-mt-duong-tran-quang-khai-pdong-hoa-di-an-r270924
Bán nhà mới xây nợ ngân hàng giá rẻ ở khu dân cư Mỹ Hạnh 4x11 SHR,42.0,3.0,2.0,30/06/2023,Long An,Đức Hòa,,,Bán Nhà riêng,670000.0,https://batdongsan.vn/ban-nha-moi-xay-no-ngan-hang-gia-re-o-khu-dan-cu-my-hanh-4x11-shr-r270920
Siêu phẩm nhà phố đáng sống giá cực mềm tại Centa Vsip,120.0,,,30/06/2023,Bắc Ninh,Từ Sơn,,,Bán Nhà mặt phố,,https://batdongsan.vn/sieu-pham-nha-pho-dang-song-gia-cuc-mem-tai-centa-vsip-r270919
"Bán nhà 1 Trệt 2 lầu gần nhà thờ Bùi Thái 87m2 (P.Tam Hoà) chỉ 5,5 tỉ",87.0,4.0,3.0,30/06/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,5.5,https://batdongsan.vn/ban-nha-1-tret-2-lau-gan-nha-tho-bui-thai-87m2-ptam-hoa-chi-55-ti-r270914
Rẻ Quá LK View Hồ Làng Việt Kiều Châu Âu  Hà ĐÔng 78m 4 tầng mặt tiền 4.5m giá 15.9 tỷ,78.0,4.0,4.0,30/06/2023,Hà Nội,Hà Đông,Bắc,,Bán Nhà mặt phố,15.9,https://batdongsan.vn/re-qua-lk-view-ho-lang-viet-kieu-chau-au-ha-dong-78m-4-tang-mat-tien-45m-gia-159-ty-r270913
"Bán nhà sân vườn xã Phước Lâm, Cần Giuộc, Long An",1873.0,3.0,3.0,30/06/2023,Long An,Cần Giuộc,,,Bán Nhà cổ,11.0,https://batdongsan.vn/ban-nha-san-vuon-xa-phuoc-lam-can-giuoc-long-an-r270911
"Nhà 1 trệt 1 lầu, dân hiện hữu ngay Thành Phố Mới, Bình Dương. Chỉ 580tr dọn vào ở",100.0,,,30/06/2023,Bình Dương,Thủ Dầu Một,,,Bán Nhà riêng,0.48,https://batdongsan.vn/nha-1-tret-1-lau-dan-hien-huu-ngay-thanh-pho-moi-binh-duong-chi-580tr-don-vao-o-r270910
"Bán nhà 4 tầng 48m2 hướng ĐB siêu đẹp đô thị Himlam, Hùng Vương, Hồng Bàng, Hải Phòng",48.0,4.0,3.0,30/06/2023,Hải Phòng,Hồng Bàng,Đông-Bắc,Đông-Bắc,Bán Nhà riêng,3.15,https://batdongsan.vn/ban-nha-4-tang-48m2-huong-db-sieu-dep-do-thi-himlam-hung-vuong-hong-bang-hai-phong-r270909
"Nhà mới ở ngay, đường 5m cạnh Chung Cư Celadon, chỉ 3 tỷ",34.0,2.0,2.0,30/06/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,3.0,https://batdongsan.vn/nha-moi-o-ngay-duong-5m-canh-chung-cu-celadon-chi-3-ty-r270908
"Chính chủ Bán nhà 40m2, nhà mới xây 5 tầng có tháng máy , ô tô đỗ cửa, kinh doanh ngày đêm 4.5 tỷ",40.0,,,30/06/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,4.5,https://batdongsan.vn/chinh-chu-ban-nha-40m2-nha-moi-xay-5-tang-co-thang-may-o-to-do-cua-kinh-doanh-ngay-dem-45-ty-r270905
"Nhà phố Tram Long Biên 33m 5 tầng  3,35 tỷ giá tốt,CĂN NHÀ ĐẸP - NGÕ Ô TÔ THÔNG",33.0,,,30/06/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,3.35,https://batdongsan.vn/nha-pho-tram-long-bien-33m-5-tang-335-ty-gia-totcan-nha-dep-ngo-o-to-thong-r270902
"Siêu phẩm phố Nguyễn An Ninh, Hoàng Mai 34m, 4 tầng. Giá: 3.3 tỷ",34.0,3.0,,29/06/2023,Hà Nội,Hoàng Mai,,,Bán Nhà riêng,3.3,https://batdongsan.vn/sieu-pham-pho-nguyen-an-ninh-hoang-mai-34m-4-tang-gia-33-ty-r270899
 À ĐẲNG CẤP -  ÂM LÃI SUẤT,126.0,4.0,4.0,29/06/2023,Thừa Thiên Huế,Huế,Nam,Nam,Bán Nhà mặt phố,9.0,https://batdongsan.vn/a-dang-cap-am-lai-suat-r270898
Nhà ở xã hội Bến Cát Bình Dương giá 580tr/căn. NH hỗ trợ vay LS cố định 4.8%,60.0,2.0,2.0,29/06/2023,Bình Dương,Bến Cát,,,Bán Nhà mặt phố,0.58,https://batdongsan.vn/nha-o-xa-hoi-ben-cat-binh-duong-gia-580trcan-nh-ho-tro-vay-ls-co-dinh-48-r270896
"Bán nhà 4 tầng 59m2 hướng ĐN siêu đẹp có thang máy đô thị Hồ Đá, Sở Dầu, Hồng Bàng, Hải Phòng",59.0,4.0,4.0,29/06/2023,Hải Phòng,Hồng Bàng,Đông-Nam,Đông-Nam,Bán Nhà riêng,5.95,https://batdongsan.vn/ban-nha-4-tang-59m2-huong-dn-sieu-dep-co-thang-may-do-thi-ho-da-so-dau-hong-bang-hai-phong-r270895
Bán Nhà Tân Bình - Hẻm Xe Hơi - 4Tầng 4PN - 56m - Nhỉnh 6Tỷ,56.0,4.0,4.0,29/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,6.9,https://batdongsan.vn/ban-nha-tan-binh-hem-xe-hoi-4tang-4pn-56m-nhinh-6ty-r270892
Chính chủ cần tiền bán gấp ở Dương Công Khi đã có sổ,53.0,2.0,2.0,29/06/2023,TP Hồ Chí Minh,Hóc Môn,,,Bán Nhà riêng,0.95,https://batdongsan.vn/chinh-chu-can-tien-ban-gap-o-duong-cong-khi-da-co-so-r270891
"Bán nhà Nguyễn Đình Chiểu, DT 4x9m, 3 tầng, giá 4,5 tỷ.",36.0,,,24/06/2023,TP Hồ Chí Minh,Quận 3,,,Bán Nhà riêng,4.5,https://batdongsan.vn/ban-nha-nguyen-dinh-chieu-dt-4x9m-3-tang-gia-45-ty-r270890
BÁN GẤP NHÀ PHỐ NGUYỄN THỜI TRUNG - THẠCH BÀN- GẦN HỒ- 36m2- 4.15 TỶ,36.0,,,26/06/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,4.0,https://batdongsan.vn/ban-gap-nha-pho-nguyen-thoi-trung-thach-ban-gan-ho-36m2-415-ty-r270889
HẺM XE HƠI CMT8 – NGÃ BA ÔNG TẠ - CÔNG VIÊN LÊ THỊ RIÊNG.,,,,28/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,5.3,https://batdongsan.vn/hem-xe-hoi-cmt8-nga-ba-ong-ta-cong-vien-le-thi-rieng-r270888
KHU BÀU CÁT – TÂN BÌNH - HẺM 6M – 70M2 – 3 KHÔNG - GIÁ 6.X TỶ.,70.0,,,28/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,6.5,https://batdongsan.vn/khu-bau-cat-tan-binh-hem-6m-70m2-3-khong-gia-6x-ty-r270887
